id,bmonth,byear,att00,att01,att02,att03,att04,att05,att06,att07,att08
4162,9,1984,7,2,2,3,1,1,N,N,1
4163,4,1980,2,2,2,2,3,4,5,3,3
4164,5,1981,N,N,N,N,N,N,N,N,N
4165,8,1983,3,2,1,2,1,1,2,1,1
4166,7,1984,2,3,2,6,3,N,3,1,3
4167,12,1982,7,5,5,4,2,3,5,4,5
4168,9,1982,3,4,5,5,4,3,4,5,3
4169,10,1980,6,6,6,N,N,N,5,5,6
4170,5,1980,2,5,7,6,2,7,7,6,7
4171,2,1982,2,2,1,2,2,2,2,2,2
4172,8,1980,1,1,1,1,1,N,1,1,1
4173,9,1982,3,2,1,1,1,N,1,1,N
4174,9,1981,4,3,3,2,4,5,2,5,5
4175,4,1983,7,7,5,5,6,5,5,2,5
4176,7,1980,5,N,1,2,5,2,N,2,D
4177,3,1982,3,3,3,4,3,1,4,4,3
4178,4,1983,3,2,2,2,1,1,1,1,2
4179,3,1980,1,3,4,3,4,3,3,3,2
4180,5,1980,1,5,1,2,2,1,6,2,2
4181,5,1983,1,1,1,1,D,1,1,1,1
4182,9,1981,1,1,2,1,1,6,2,3,2
4183,10,1982,1,1,2,1,1,1,1,3,1
4184,12,1983,1,1,1,1,1,1,1,1,1
4185,1,1980,6,2,4,5,6,1,7,3,2
4186,3,1984,R,5,3,3,1,1,1,1,1
4187,2,1980,N,N,N,N,N,N,N,N,4
4188,1,1982,7,N,N,N,N,N,N,N,N
4189,12,1982,N,1,N,N,N,N,N,N,N
4190,7,1980,5,5,N,N,N,N,N,N,N
4191,2,1982,5,3,4,2,2,1,4,3,3
4192,7,1980,N,1,1,1,1,1,1,1,1
4193,9,1982,6,7,3,D,5,3,1,1,6
4194,9,1981,1,1,1,1,1,1,1,1,1
4195,2,1981,N,2,3,5,1,2,2,2,4
4196,10,1982,1,1,1,1,2,3,2,2,D
4197,12,1983,2,3,2,2,3,3,2,4,R
4198,6,1983,7,R,6,6,5,5,6,4,6
4199,12,1984,1,1,1,1,1,1,2,1,1
4200,6,1983,3,2,1,3,2,N,N,3,3
4201,6,1982,1,1,1,1,5,5,3,5,D
4202,6,1983,2,4,2,2,2,2,D,1,2
4203,12,1980,6,5,2,6,3,6,5,3,3
4204,11,1984,1,1,3,2,2,2,2,2,2
4205,7,1984,5,6,5,D,5,5,5,4,3
4206,12,1980,1,1,1,1,N,N,N,N,1
4207,9,1982,5,3,3,2,2,5,3,4,2
4208,6,1984,6,6,6,6,6,6,6,6,6
4209,9,1980,1,7,6,6,6,7,2,5,6
4210,9,1980,2,3,5,5,6,6,5,4,3
4211,3,1980,R,6,6,4,6,5,6,N,3
4212,5,1981,6,6,6,5,6,2,3,4,6
4213,1,1982,6,6,6,5,5,5,5,1,3
4214,6,1983,1,2,1,1,1,1,1,1,1
4215,2,1982,2,1,1,1,1,1,1,1,1
4216,10,1981,1,N,1,1,3,3,3,2,1
4217,7,1984,2,1,2,1,D,2,1,1,2
4218,12,1980,3,N,1,1,1,1,1,1,1
4219,5,1981,3,2,3,2,2,2,1,1,1
4220,12,1981,2,1,1,5,3,2,D,4,2
4221,3,1983,3,2,2,1,1,N,5,1,1
4222,1,1982,6,6,6,3,5,6,5,1,5
4223,9,1983,6,5,5,4,3,5,3,2,1
4224,2,1980,2,4,2,N,5,N,6,2,3
4225,1,1980,N,N,N,N,N,N,N,N,N
4226,9,1981,1,3,1,2,3,2,7,4,2
4227,11,1984,6,3,5,5,3,1,5,1,5
4228,12,1980,3,N,3,N,N,1,1,6,2
4229,10,1984,6,6,6,3,2,1,2,6,6
4230,2,1980,N,N,N,N,N,N,N,N,N
4231,6,1981,N,N,N,N,N,N,N,N,N
4232,7,1983,N,N,N,N,N,N,N,N,N
4233,5,1982,N,N,N,N,N,N,N,N,N
4234,3,1984,1,2,6,1,6,6,1,6,6
4235,4,1981,3,N,N,N,N,N,N,N,4
4236,8,1982,6,2,2,2,1,2,1,2,1
4237,8,1983,1,1,1,1,1,1,1,1,N
4238,2,1983,3,7,4,5,2,2,6,6,6
4239,9,1984,1,1,1,1,1,1,2,1,1
4240,7,1983,2,2,2,2,1,1,1,2,1
4241,12,1984,6,7,6,4,3,4,1,2,2
4242,12,1984,3,5,6,6,6,4,1,4,6
4243,12,1980,N,N,N,4,N,N,4,1,1
4244,7,1983,N,N,N,N,N,N,1,1,3
4245,4,1980,3,6,6,2,5,3,4,3,2
4246,7,1983,6,6,5,4,4,6,4,5,3
4247,12,1981,N,N,N,N,6,5,6,3,2
4248,3,1981,2,2,2,2,2,2,2,2,N
4249,7,1980,1,1,1,1,1,1,1,1,1
4250,6,1981,5,N,N,N,N,N,N,N,N
4251,9,1984,1,3,N,N,N,N,N,N,N
4252,12,1984,7,7,7,7,7,7,7,7,7
4253,8,1981,3,2,1,4,2,1,1,2,5
4254,2,1982,1,1,1,R,1,1,1,1,1
4255,6,1981,6,6,2,2,2,1,1,1,1
4256,6,1984,6,6,5,4,4,4,5,6,6
4257,2,1980,1,1,1,2,1,1,1,1,1
4258,10,1981,8,7,7,7,7,7,7,7,7
4259,9,1981,5,2,3,2,3,2,1,3,3
4260,10,1980,1,1,1,2,2,2,1,1,1
4261,5,1984,7,7,7,7,6,6,1,1,2
4262,8,1981,3,N,5,5,5,2,4,1,1
4263,12,1980,6,4,6,6,6,6,2,2,2
4264,7,1984,6,5,6,3,2,2,2,2,2
4265,4,1981,1,1,1,1,5,3,1,1,2
4266,9,1983,1,3,1,1,1,1,1,N,1
4267,2,1980,1,3,4,N,N,N,N,1,1
4268,11,1984,2,2,2,2,3,3,1,1,1
4269,4,1983,1,1,1,2,1,1,1,1,1
4270,8,1980,N,N,N,N,N,N,N,N,N
4271,10,1981,1,1,2,N,4,7,3,6,N
4272,5,1980,1,4,3,2,1,2,1,2,1
4273,5,1981,5,3,3,3,1,1,N,1,1
4274,3,1983,6,N,4,2,7,1,2,4,3
4275,6,1984,1,1,1,2,6,2,1,4,2
4276,4,1980,2,2,3,7,7,7,7,7,7
4277,11,1981,5,5,3,3,3,2,2,3,N
4278,10,1983,6,6,5,5,5,4,4,N,N
4279,11,1980,6,7,6,4,6,6,5,5,2
4280,9,1982,7,7,7,7,6,7,6,7,6
4281,4,1983,5,5,2,5,5,6,6,5,5
4282,12,1984,6,6,5,3,2,3,3,4,3
4283,8,1982,3,3,4,6,3,6,4,3,5
4284,2,1981,6,4,2,N,N,N,N,2,5
4285,2,1981,1,1,2,2,5,5,1,4,4
4286,8,1981,1,1,1,1,2,1,1,1,1
4287,4,1984,1,1,1,1,1,1,1,1,1
4288,1,1982,3,2,2,1,1,1,1,1,1
4289,12,1982,5,4,4,3,2,2,2,3,2
4290,6,1980,1,1,1,1,1,1,1,1,1
4291,10,1980,4,2,2,1,5,6,4,6,6
4292,9,1983,2,2,2,3,N,N,N,N,N
4293,11,1980,N,1,2,2,2,2,2,1,2
4294,11,1982,2,1,1,1,2,1,1,1,1
4295,7,1984,6,6,6,6,6,6,6,2,2
4296,2,1983,6,1,2,1,1,1,1,1,2
4297,1,1980,5,6,5,5,6,6,6,6,6
4298,11,1982,6,6,5,5,6,6,6,N,6
4299,10,1981,2,2,4,2,2,2,1,1,1
4300,1,1983,1,2,3,2,1,6,1,2,1
4301,5,1981,2,3,6,5,4,N,N,N,N
4302,10,1981,6,6,3,3,N,N,N,N,N
4303,4,1980,1,1,1,1,1,1,1,1,1
4304,7,1982,3,3,3,1,2,2,6,3,2
4305,1,1984,6,2,1,4,3,1,1,1,1
4306,4,1981,N,N,N,N,N,N,N,N,N
4307,8,1984,2,2,2,2,6,3,2,6,N
4308,7,1983,3,6,4,1,2,2,N,1,1
4309,9,1982,2,2,2,1,3,1,2,2,1
4310,12,1984,6,7,2,1,1,1,1,1,3
4311,8,1981,N,2,1,1,1,2,2,2,2
4312,1,1983,6,6,5,7,7,7,7,7,7
4313,8,1984,3,4,2,3,1,2,3,1,2
4314,7,1982,6,6,6,2,5,6,2,4,6
4315,6,1983,2,4,2,2,4,N,N,R,2
4316,3,1981,2,2,1,1,1,2,1,1,2
4317,7,1982,1,1,6,1,2,2,1,2,1
4318,7,1981,6,1,6,6,N,1,6,4,1
4319,11,1982,2,1,1,N,N,1,1,1,1
4320,11,1984,7,3,3,2,N,N,N,N,N
4321,5,1982,1,N,3,6,3,2,1,1,2
4322,11,1984,6,3,3,2,1,3,7,5,1
4323,7,1980,2,3,5,4,3,1,2,2,4
4324,10,1984,2,1,1,1,1,1,2,1,2
4325,5,1983,3,6,5,6,N,N,N,N,N
4326,2,1980,2,1,2,1,1,1,3,1,1
4327,4,1980,N,N,N,N,N,N,N,N,N
4328,9,1982,6,N,6,6,6,6,6,7,7
4329,3,1980,1,1,1,1,1,1,1,1,1
4330,5,1981,2,1,3,6,7,7,6,7,7
4331,9,1982,5,2,2,7,3,1,2,4,4
4332,10,1983,6,1,1,2,1,1,1,1,3
4333,2,1980,2,1,3,5,2,2,2,N,N
4334,9,1984,6,2,1,1,1,5,6,1,2
4335,1,1981,D,1,5,7,3,3,4,3,3
4336,10,1982,6,4,N,N,N,N,N,N,N
4337,4,1984,1,1,1,N,1,1,1,N,2
4338,12,1983,1,1,1,1,1,1,1,1,1
4339,8,1983,6,6,7,5,N,N,1,N,N
4340,3,1982,5,6,3,4,4,2,2,3,4
4341,7,1984,2,2,4,4,5,3,5,5,6
4342,8,1982,1,1,N,1,D,N,N,N,1
4343,6,1984,4,6,5,5,4,N,N,N,3
4344,5,1982,N,N,N,N,4,N,5,N,2
4345,3,1981,1,2,3,3,6,4,3,2,1
4346,11,1982,2,2,1,1,5,3,2,2,1
4347,8,1984,5,4,2,1,2,1,1,1,1
4348,10,1981,1,1,1,1,1,4,6,6,N
4349,2,1983,4,5,2,5,2,3,2,3,4
4350,6,1982,5,2,1,1,R,1,R,6,6
4351,11,1983,1,1,1,1,1,1,1,1,1
4352,11,1980,1,7,1,1,1,1,1,1,1
4353,1,1980,5,4,4,4,5,6,6,6,3
4354,1,1980,6,4,4,3,3,3,2,2,2
4355,4,1982,N,N,N,N,N,N,1,N,N
4356,5,1984,2,2,1,2,2,1,1,N,1
4357,1,1981,N,N,1,1,1,1,1,1,1
4358,6,1983,1,1,1,1,1,1,1,1,1
4359,9,1982,1,1,1,1,N,N,1,1,1
4360,8,1981,2,1,N,N,N,N,N,N,N
4361,2,1980,7,7,6,4,2,3,3,5,D
4362,12,1984,1,1,1,1,1,1,1,1,1
4363,8,1982,7,7,7,7,7,6,6,6,6
4364,4,1984,6,7,7,7,N,N,6,7,7
4365,3,1984,6,7,6,5,6,6,6,6,6
4366,11,1981,4,4,6,6,5,3,3,4,5
4367,8,1984,3,4,2,3,1,1,2,1,1
4368,2,1982,3,2,3,3,2,3,N,N,N
4369,1,1983,1,1,1,1,1,1,1,1,1
4370,8,1981,6,6,N,6,6,6,5,6,6
4371,4,1982,3,3,3,1,N,3,2,3,2
4372,6,1983,2,2,2,3,2,3,2,2,3
4373,4,1984,1,1,1,1,1,N,1,N,N
4374,10,1983,2,N,2,1,1,N,2,N,1
4375,10,1983,6,6,4,3,3,3,3,2,2
4376,9,1984,6,6,5,2,2,3,3,3,4
4377,6,1982,1,2,3,2,1,2,1,2,1
4378,6,1981,6,N,2,2,5,2,3,1,2
4379,3,1983,6,6,6,5,2,2,5,4,4
4380,7,1981,5,4,7,3,2,2,2,1,1
4381,1,1982,1,1,1,1,1,1,1,N,N
4382,7,1980,N,N,N,N,N,N,N,N,N
4383,1,1984,1,1,N,1,1,1,N,N,N
4384,6,1981,3,2,N,2,N,2,N,N,1
4385,11,1984,3,7,5,N,N,N,N,N,N
4386,8,1981,1,5,3,5,2,3,2,7,6
4387,4,1984,7,3,1,1,1,1,1,1,1
4388,3,1982,2,2,1,1,1,2,1,1,2
4389,2,1980,1,3,1,1,1,8,1,2,3
4390,8,1983,2,2,3,1,R,1,1,R,R
4391,6,1983,6,8,2,4,2,2,2,D,2
4392,9,1982,4,3,2,1,2,3,N,N,N
4393,9,1980,3,3,1,3,5,5,2,3,2
4394,9,1980,3,2,4,1,8,8,7,6,1
4395,3,1984,1,2,2,2,2,2,2,1,2
4396,10,1984,1,1,1,1,1,1,1,1,1
4397,5,1984,1,1,1,1,1,1,1,1,1
4398,4,1983,N,5,N,3,N,3,2,2,2
4399,6,1982,6,6,3,6,6,3,1,2,3
4400,12,1980,3,3,3,2,3,2,2,2,2
4401,12,1982,4,1,1,1,1,N,2,N,2
4402,7,1980,3,5,3,3,3,4,6,4,7
4403,9,1983,2,1,1,1,1,1,1,1,1
4404,6,1980,2,N,N,N,N,N,N,N,N
4405,5,1983,N,N,8,6,6,5,5,5,N
4406,10,1982,1,1,1,1,1,1,1,1,1
4407,9,1983,3,2,1,1,2,1,1,1,1
4408,4,1983,6,6,4,6,5,5,7,7,7
4409,7,1982,4,5,N,N,N,N,N,N,N
4410,11,1980,2,2,2,2,2,2,2,1,6
4411,5,1982,5,6,N,N,6,6,6,6,6
4412,10,1983,6,7,7,7,6,6,6,6,6
4413,9,1984,5,6,5,N,N,R,2,3,1
4414,11,1984,2,2,2,1,1,1,2,2,2
4415,7,1981,2,1,1,1,1,N,N,N,N
4416,11,1982,1,1,1,2,1,4,3,1,2
4417,4,1980,2,N,1,6,4,2,2,3,5
4418,1,1981,3,N,1,1,1,1,1,1,1
4419,9,1984,6,5,5,3,2,2,3,N,2
4420,5,1981,N,N,N,N,N,N,N,N,N
4421,10,1982,2,1,1,1,1,N,1,2,N
4422,4,1980,2,1,2,2,2,1,5,1,6
4423,8,1983,6,6,5,6,5,3,4,3,6
4424,9,1983,N,N,3,N,N,N,2,3,2
4425,2,1984,N,6,1,N,N,1,1,1,1
4426,8,1984,N,N,3,N,N,N,4,7,3
4427,12,1980,3,N,3,3,4,3,3,7,5
4428,5,1981,1,3,2,2,3,N,5,6,6
4429,6,1982,1,5,2,N,1,1,N,1,N
4430,8,1981,3,3,5,3,6,4,6,5,4
4431,10,1982,1,1,1,1,1,1,1,1,1
4432,4,1984,1,1,1,N,1,1,1,3,2
4433,6,1983,N,N,1,1,2,2,4,1,6
4434,7,1983,7,6,7,6,5,6,4,3,3
4435,6,1984,N,N,1,1,1,1,N,1,1
4436,12,1981,2,N,N,N,N,1,1,N,1
4437,1,1984,2,6,6,5,R,R,7,R,5
4438,8,1983,1,1,1,1,N,1,1,N,1
4439,3,1980,2,1,1,1,2,1,2,1,1
4440,4,1984,2,2,1,1,1,1,2,1,1
4441,9,1984,4,6,6,4,6,6,6,2,4
4442,9,1982,2,1,2,1,1,2,1,1,2
4443,4,1982,2,1,1,1,2,1,3,3,3
4444,4,1983,1,1,1,1,7,8,5,1,5
4445,4,1981,3,N,2,2,2,2,2,1,1
4446,7,1980,2,1,2,2,1,2,2,3,3
4447,3,1983,3,2,5,6,5,5,3,2,2
4448,9,1983,6,7,5,5,7,6,4,4,5
4449,4,1981,6,5,5,6,4,3,4,2,3
4450,9,1984,1,1,1,1,1,1,2,2,1
4451,8,1982,2,1,1,4,1,5,4,4,5
4452,7,1981,1,1,1,1,1,1,1,1,1
4453,9,1983,1,1,1,1,1,1,1,1,1
4454,5,1980,1,1,1,1,1,1,1,1,1
4455,11,1984,1,1,1,1,1,1,1,1,1
4456,9,1980,1,1,1,1,1,1,1,1,1
4457,12,1983,4,4,4,2,1,1,1,1,1
4458,7,1984,3,4,3,2,2,1,1,1,1
4459,6,1981,1,1,1,1,1,2,2,2,6
4460,1,1983,2,3,2,1,1,1,2,2,5
4461,12,1981,2,3,3,4,2,2,3,4,4
4462,4,1984,1,6,2,6,3,1,3,6,R
4463,10,1982,N,2,1,3,2,3,1,1,1
4464,5,1984,2,2,2,6,2,2,2,4,4
4465,11,1983,1,2,3,3,2,2,2,1,2
4466,1,1980,R,1,N,N,6,6,6,6,7
4467,9,1981,1,2,1,1,1,2,2,3,2
4468,4,1981,4,3,N,1,1,N,1,1,1
4469,4,1984,1,3,2,2,2,5,3,5,3
4470,5,1980,1,1,1,1,2,1,1,1,2
4471,6,1984,1,3,2,1,1,1,2,2,1
4472,6,1984,7,7,N,1,N,N,N,N,N
4473,5,1980,N,N,N,N,N,2,N,N,N
4474,6,1980,N,N,8,4,2,3,1,N,N
4475,3,1980,1,2,2,3,3,6,7,6,6
4476,5,1982,1,2,1,1,2,1,1,2,1
4477,1,1980,3,2,3,2,1,3,2,4,2
4478,6,1981,3,2,2,1,1,1,N,2,2
4479,6,1984,5,3,3,2,2,2,1,1,1
4480,6,1984,2,1,1,2,2,2,1,1,1
4481,5,1983,2,1,2,2,2,2,2,2,2
4482,4,1980,2,2,1,N,N,N,7,7,7
4483,11,1983,N,N,4,3,1,1,1,1,1
4484,7,1983,2,1,2,1,1,N,N,2,1
4485,5,1981,R,6,N,N,N,N,N,N,N
4486,9,1984,1,1,2,N,N,N,N,4,5
4487,10,1983,6,2,3,1,4,N,2,2,4
4488,8,1983,1,1,1,1,2,3,1,2,6
4489,10,1980,3,6,6,1,6,3,5,4,6
4490,7,1983,3,3,5,5,D,3,2,3,3
4491,9,1984,3,2,2,2,3,2,2,3,2
4492,6,1980,1,1,6,1,1,1,1,1,1
4493,1,1980,4,2,2,2,1,2,D,3,6
4494,7,1984,2,6,6,5,6,6,6,6,6
4495,6,1982,2,4,4,3,3,3,2,1,2
4496,1,1983,2,6,1,1,1,1,1,N,1
4497,8,1980,2,6,4,3,2,2,2,2,4
4498,1,1983,7,4,6,7,6,4,7,5,6
4499,8,1984,3,6,6,5,6,6,5,6,6
4500,1,1984,6,2,2,3,1,4,1,D,D
4501,3,1984,3,2,1,1,1,1,1,1,1
4502,8,1984,1,6,5,N,N,4,5,N,N
4503,10,1980,N,N,N,N,1,N,1,1,D
4504,8,1982,N,6,N,N,1,1,3,2,2
4505,9,1981,1,1,3,6,N,N,1,2,1
4506,1,1983,2,1,1,1,1,1,1,1,2
4507,9,1980,N,N,N,N,N,N,N,N,N
4508,5,1982,D,N,2,2,2,3,2,1,1
4509,3,1982,6,5,2,4,6,6,3,6,2
4510,6,1983,2,1,1,1,1,1,1,1,1
4511,6,1984,1,1,1,1,1,1,1,3,1
4512,7,1982,6,6,6,6,6,6,6,5,6
4513,9,1981,4,2,2,3,2,2,2,1,1
4514,1,1983,7,7,7,6,6,4,6,5,3
4515,1,1980,1,1,1,1,1,N,N,N,N
4516,9,1981,3,3,1,1,3,1,1,1,3
4517,8,1983,1,1,1,2,1,1,1,1,1
4518,11,1981,N,2,1,N,1,1,1,1,N
4519,10,1984,1,1,1,1,1,1,1,1,1
4520,1,1982,3,5,3,1,2,N,N,N,N
4521,12,1982,2,1,2,3,3,2,3,2,2
4522,6,1980,1,N,N,4,2,5,5,2,2
4523,9,1980,N,N,2,2,2,1,1,N,6
4524,2,1983,6,5,4,2,1,5,6,6,6
4525,8,1984,2,4,3,2,2,1,1,1,1
4526,3,1982,2,3,N,N,N,2,N,N,N
4527,10,1983,1,N,N,N,N,N,N,N,N
4528,2,1981,2,2,2,1,2,2,2,1,1
4529,3,1983,2,N,N,3,N,N,N,N,7
4530,4,1982,N,N,N,1,N,N,N,N,N
4531,9,1982,3,2,2,1,2,3,3,1,R
4532,9,1984,5,5,3,2,2,2,1,2,3
4533,11,1980,7,6,6,6,5,5,6,6,6
4534,8,1982,6,6,6,6,6,6,6,6,7
4535,9,1984,6,6,6,N,N,6,6,6,6
4536,6,1982,7,6,6,2,2,2,3,2,2
4537,3,1984,7,7,7,5,4,6,6,6,6
4539,6,1983,4,6,6,6,6,6,6,6,6
4540,11,1982,5,4,2,2,2,2,2,2,2
4541,5,1981,R,1,1,1,1,1,1,1,1
4542,9,1984,1,1,1,1,1,1,1,1,6
4543,12,1984,2,2,2,1,1,1,1,1,N
4544,11,1984,2,3,1,2,1,5,N,4,1
4545,1,1984,6,2,2,1,1,5,2,2,N
4546,3,1982,6,7,6,2,2,N,D,1,2
4547,3,1981,2,2,1,1,2,2,1,2,1
4548,5,1984,3,3,2,2,2,3,2,3,3
4549,2,1982,2,2,1,2,1,1,1,2,2
4550,5,1984,7,7,5,5,5,5,4,4,6
4551,5,1984,6,6,6,2,2,1,1,1,1
4552,9,1981,6,5,4,4,5,5,6,5,4
4553,1,1984,6,6,5,6,5,4,4,6,4
4554,5,1982,1,1,N,1,N,N,N,N,2
4555,2,1981,1,2,2,2,2,2,2,2,1
4556,3,1982,2,N,N,2,N,N,N,1,N
4557,8,1984,4,3,3,3,2,2,2,1,2
4558,11,1982,2,1,1,1,1,1,1,1,6
4559,11,1981,2,1,4,2,2,1,1,1,N
4560,9,1983,3,3,2,2,3,2,2,1,2
4561,11,1980,4,3,3,3,2,1,1,1,5
4562,11,1983,1,1,1,1,1,1,1,1,1
4563,8,1980,3,2,1,N,1,N,1,N,N
4564,12,1981,6,6,1,3,N,N,N,N,4
4565,9,1984,D,1,1,1,1,2,N,N,N
4566,9,1984,N,N,N,N,N,N,N,N,N
4567,1,1983,N,N,N,N,N,N,N,N,N
4568,8,1981,6,6,6,6,4,2,2,2,1
4569,9,1980,1,2,2,N,N,N,N,N,N
4570,9,1983,3,2,1,1,N,N,N,N,N
4571,5,1983,1,1,1,1,1,N,N,1,1
4572,10,1980,N,N,1,N,N,N,N,N,N
4573,10,1984,2,2,2,2,3,1,1,1,1
4574,6,1983,N,N,3,1,2,3,5,2,N
4575,1,1983,N,1,1,1,1,1,1,2,2
4576,10,1983,1,1,1,1,1,1,1,1,1
4577,10,1984,1,1,1,1,2,1,1,1,3
4578,7,1981,1,1,1,1,1,1,1,N,N
4579,5,1981,2,1,1,1,1,1,1,1,1
4580,11,1983,4,2,1,1,1,1,1,1,1
4581,1,1982,1,1,1,1,1,1,1,1,1
4582,7,1984,1,1,1,1,1,1,1,1,1
4583,11,1982,6,6,6,5,5,3,2,4,6
4584,10,1982,2,2,2,1,1,N,1,1,N
4585,2,1982,1,1,1,1,1,1,1,1,6
4586,7,1982,3,2,N,1,1,6,6,6,6
4587,11,1981,1,2,3,2,2,2,2,2,2
4588,11,1980,7,8,6,4,6,5,6,2,6
4589,7,1984,7,6,3,6,R,R,D,N,2
4590,3,1983,6,3,3,2,3,3,6,6,6
4591,9,1981,5,3,2,2,2,1,1,1,2
4592,2,1984,2,2,1,1,2,1,2,2,2
4593,12,1983,2,1,1,1,1,1,1,1,1
4594,3,1984,2,2,1,5,3,3,2,4,3
4595,11,1984,1,N,N,N,N,N,N,N,N
4596,3,1980,1,5,2,N,2,N,4,2,3
4597,4,1982,6,4,4,7,7,7,7,7,7
4598,6,1983,6,6,7,6,2,6,5,6,N
4599,8,1983,6,5,5,6,6,6,4,4,4
4600,4,1980,2,2,2,1,1,2,3,2,2
4601,10,1980,2,3,2,2,2,2,2,1,5
4602,2,1983,1,2,1,2,1,1,1,1,1
4603,10,1983,2,2,2,2,2,2,2,2,2
4604,10,1980,2,N,3,N,4,4,N,N,N
4605,1,1983,N,N,N,N,N,N,N,N,N
4606,10,1983,1,2,2,1,5,3,1,1,1
4607,3,1984,8,1,1,1,1,1,1,1,1
4608,3,1983,1,1,1,1,1,1,1,1,1
4609,4,1984,1,6,6,6,D,3,2,3,N
4610,4,1982,1,1,1,N,N,N,N,N,N
4611,1,1983,1,1,1,N,1,1,1,1,1
4612,9,1984,6,3,2,2,2,4,2,1,1
4613,11,1980,1,3,3,1,2,2,1,1,2
4614,3,1981,1,4,1,1,1,1,1,1,2
4615,1,1982,1,1,1,1,1,2,1,2,1
4616,12,1980,5,5,3,1,2,3,2,3,2
4617,1,1981,4,3,3,1,2,2,2,2,2
4618,8,1983,6,6,3,3,N,2,3,3,4
4619,9,1982,1,1,1,1,1,2,1,2,2
4620,8,1983,1,1,N,N,N,N,1,1,1
4621,6,1983,1,1,1,1,1,1,1,1,1
4622,6,1982,2,3,2,3,4,3,3,2,1
4623,2,1984,1,1,1,1,1,3,3,3,3
4624,8,1983,6,1,1,1,1,6,5,5,N
4625,2,1982,1,2,1,1,2,2,2,1,1
4626,6,1982,1,1,1,1,1,1,1,1,1
4627,8,1981,7,6,3,1,1,6,6,1,6
4628,2,1980,6,N,3,2,2,1,1,1,1
4629,4,1981,6,6,7,7,6,6,7,5,6
4630,1,1984,6,6,6,6,7,6,6,6,6
4631,8,1982,6,7,6,6,5,6,4,5,4
4632,8,1980,1,1,1,N,N,N,N,N,N
4633,11,1983,2,2,1,1,1,1,1,1,1
4634,9,1982,7,6,6,6,6,6,6,6,6
4635,11,1983,6,6,6,6,3,6,5,2,2
4636,11,1983,7,6,7,7,7,7,7,6,7
4637,12,1981,1,3,5,5,5,1,4,5,5
4638,9,1983,6,4,7,4,3,2,1,2,2
4639,6,1983,2,2,1,1,1,N,3,1,2
4640,1,1981,2,1,1,1,1,1,1,7,7
4641,10,1981,4,N,N,N,N,N,N,N,N
4642,1,1984,7,7,4,5,4,4,4,4,3
4643,2,1980,4,5,6,3,3,3,2,3,3
4644,6,1984,5,4,5,3,3,2,2,2,N
4645,2,1983,2,2,2,3,4,2,2,1,1
4646,10,1983,5,4,6,5,5,2,2,2,1
4647,9,1982,2,3,2,1,2,5,3,2,2
4648,7,1984,7,5,1,2,2,2,1,1,4
4649,4,1981,1,2,1,1,1,1,1,1,1
4650,3,1980,3,1,2,1,1,2,7,3,D
4651,5,1983,6,6,2,3,1,1,3,3,N
4652,8,1980,6,6,N,7,N,N,N,N,N
4653,1,1983,6,N,N,2,N,N,N,N,N
4654,9,1982,7,7,7,6,6,6,6,7,6
4655,7,1981,3,5,3,3,2,1,1,1,1
4656,2,1980,7,7,6,6,1,1,1,1,1
4657,7,1982,2,2,7,3,7,N,N,6,2
4658,1,1980,3,3,3,3,2,3,5,3,2
4659,11,1981,N,N,N,N,N,N,N,N,N
4660,2,1980,1,2,N,1,1,2,2,1,1
4661,10,1980,1,1,1,2,2,1,1,2,1
4662,12,1984,6,6,6,R,3,N,3,N,N
4663,10,1980,2,2,2,1,2,N,N,1,N
4664,10,1984,1,1,1,1,1,1,1,1,1
4665,7,1980,N,R,2,3,1,2,3,2,R
4666,4,1982,1,1,1,1,1,2,1,1,1
4667,12,1984,2,4,N,N,1,1,1,1,1
4668,3,1982,1,1,6,3,1,6,2,7,6
4669,11,1983,4,2,5,4,3,4,4,4,3
4670,12,1981,2,2,2,1,2,2,6,2,3
4671,9,1983,2,1,1,1,3,2,2,2,3
4672,5,1981,3,N,N,N,N,N,N,2,2
4673,7,1984,6,5,5,5,3,3,3,2,5
4674,11,1982,1,1,1,1,1,1,1,1,1
4675,11,1980,2,2,2,3,2,2,2,2,3
4676,4,1981,3,3,N,N,N,3,N,N,6
4677,12,1982,8,2,8,N,7,8,8,6,8
4678,5,1981,N,N,1,1,R,R,1,2,R
4679,1,1983,1,1,1,2,1,1,1,1,2
4680,8,1982,1,1,1,2,1,1,1,2,2
4681,7,1984,N,3,N,7,7,7,7,7,7
4682,3,1980,N,N,N,4,2,R,1,R,D
4683,12,1981,1,N,N,N,1,1,1,1,1
4684,9,1983,1,N,N,N,N,N,N,N,N
4685,6,1980,1,1,N,1,2,N,1,N,1
4686,4,1982,5,6,6,6,6,6,6,6,4
4687,12,1984,5,3,5,4,6,6,5,5,6
4688,9,1980,1,1,1,2,1,N,N,N,2
4689,5,1983,1,2,2,2,2,1,1,5,1
4690,4,1980,2,1,3,3,6,6,4,4,2
4691,3,1983,4,3,3,1,6,6,6,6,6
4692,1,1980,1,2,1,1,1,1,1,1,1
4693,6,1981,6,6,N,2,3,2,2,2,2
4694,6,V,4,3,4,5,2,N,3,R,2
4695,2,1980,N,N,4,2,4,4,2,3,2
4696,2,1981,7,6,6,6,6,7,2,2,6
4697,3,1984,1,1,1,2,2,2,2,2,2
4698,8,1981,N,5,4,2,N,N,N,N,4
4699,8,1981,N,4,3,4,N,N,N,N,1
